إدواردو دوس ريس كارفالهو
كايتي بيري
أليزي
يوهان بليك
زاك إيفرون
ألان دزاغويف
نويل كوارد
أنا كندريك
بريجيت مندلر
جون كابوت
أندريه غييم
هيث ليدجر
دانيال
جيسيكا شاستاين
ديفيد روديشا
زلاتان ليوبييانكيتش
روبرت موغابي
جنكيز خان
كاسبار كاباروني
يورغن كلوب
ميشال سليمان
جورج غوردون بايرون
هارالد تسور هاوزن
روني مارا
ليدي غاغا
شينجي كاغاوا
يوتو ناغاتومو
ريتشارد هيك
سنفرو
جو جوناس
هولي هنتر
إدوارد سعيد
ريبيكا سوني
نيك جوناس
هانز مارتن سوترمايستر
رام بان ياداف
ليف تايلر
روز مكغوان
آرثر سي كلارك
ستان لي
جيف غوردون
جيسي جاكسون
رادوفان كاراديتش
هولجر بادشتوبر
مارك هاميل
جاك نيكلسون
جيمس إيرل جونز
ليو تولستوي
جيمس دين
توماس مولر
ستيفانيا فرناندز
لورا شينشيلا
كارمن إلكترا
سيرجيو بوسكيتس
جيوفاني دوس سانتوس
جودي فوستر
مارسيل شميلتسر
سون يونغ
محمد ولد عبد العزيز
بوبي مور
إدوارد الثامن ملك المملكة المتحدة
ماري بولين
فرناندو الثاني
شيلي آن فريزر
بيورك
أوغستو بينوشيه
ساتياجيت راي
نورمان فينكلستاين
جيروم ديفيد سالينغر
جيف كونز
ويرد أل يانكوفيك
جلال الدين أكبر
كارل لاندشتاينر
أنج لي
أنطوني إيدن
أوغست دو مورغان
ليدل هارت
عبد المجيد الأول
عبد الحميد الثاني
آلان باكر (عالم رياضيات)
آرثر كوستلر
آن رايس
آرثر كونان دويل
ألن ألدا
مايكل كلارك دانكن
جاك ويلشير
بروك شيلدز
سبارتاكوس
فرانك ماكورت
ويليام شانتر
ليزا ماري بريسلي
بوريس جونسون
مايكل فيلبس
يوسف النجار
ميثراداتس السادس
عبد الله بن عبد العزيز آل سعود
بيتر جاكسون
يوهان فولفغانغ فون غوته
سومشاي وونغساوات
ميلاني لوران
أنور إبراهيم
إليانور روزفلت
ليستر بولز بيرسون
بينيتو موسوليني
فريدا بينتو
ديانا ميندوزا
ماسيمو داليما
جيرمين غرير
ديفيد ميلباند
ناعومي كامبل
كريستينا أبلغيت
فانيسا ويليامز
ستيفن هوكينج
جينيفر لوف هيويت
كيم كردشيان
داني ويلبيك
كلود ليفي ستروس
جي يون نام
خوليو إجلسياس
دراغان جوكانوفتش
تاسيتس
أنيبال كافاكو سيلفا
أدولف إيخمان
روان أتكينسون
خوسيه لويس ثباتيرو
فرانسواز باري سينوسي
كارلوس الثعلب
أندي ويتفيلد
أوسامو شيمومورا
مارتن تشالفي
أليك غينيس
إيوان مكريغور
كيم إل سونغ
رذرفورد هايز
فرانكلين بيرس
ميلارد فيلمور
زكاري تايلور
جيمس بيوكانان
جون تايلر
صفرمراد نيازوف
ليندا لوفليس
برايان كابيلكا
فرناندو ماجلان
ليونارد كوهين
إيسوب
جوردان هيندرسون
محمد رضا بهلوي
أليساندرو دل بييرو
نيمانيا ماتيتش
تينزن غياتسو
راحيل
خافيير باستوري
أوبرا وينفري
ديبي رايان
بيرسي بيش شيلي
لارس لوك راسموسن
فابيو بيريرا داسيلفا
يوهانا سيغوردوتيير
ميستر إكهرت
ميلو فينتميليا
مارتين كيلي
جاي سبيرينغ
رايتشل بيلسن
إليشا كثبيرت
إيميلي براوننغ
جينيفر كونلي
برنارد مادوف
إيلينا ديمنتييفا
منتظر الزيدي
قوبلاي خان
موسى داديس كامارا
دييغو كونتينتو
سكارليت جوهانسون
روبرت دي نيرو
كاثرين هيغل
جينيفر غارنر
الإمبراطور ميجي
جانلوكا رامازوتي
سارة جيسيكا باركر
لي مين هو
رون روبيرت زيلر
شاغي
توم كليفيرلي
سرحان سرحان
روبرت كينيدي
آیسل تیمورزاده
جيف غولدبلوم
ستيفان الشعراوي
سام نيل
ديفيد دشوفني
جيمس إرل راي
كاثرين هوارد
ستيرلينغ نايت
كايت بوسورث
ماركو رويس
كيفن غروسكرويتس
دافيدي سانتون
شانين دوهيرتي
إكسزيبيت
جيمس مكافوي
روبرت برنز
أندري راجولينا
ماركيز دي ساد
كريس ألن
ريك روس
إليوت سبيتزر
بيتر بول روبنس
دريك
رمسيس الثاني
سرجون الأول
جوزيبي غاريبالدي
أوليفر ستون
توما الأكويني
تشستر آرثر
أوليفيا وايلد
مورغان تسفانغيراي
نيلسون مانديلا
آدم لامبرت
جورجي إيفانوف
عائشة بنت أبي بكر
دانيال دوق واسترغوتلاند
مارك ألبريتون
ريتشارد أوين
لانغستون هيوز
جون جاي
جون مارشال
ستيفان لانوي
أربيرت هايم
روبن فان بيرسي
جونى نوكسفيل
تسوتومو ياماجوتشي
بيكسي لوت
هنري فايول
فيديريكو ماكيدا
يان فيشر
إيرينا بوكوفا
سوزان بويل
نيكولاس أوتامندي
هوانغ زيان فان
نيكي مناج
ساشا جراي
إيفو يجوسيبوفيتش
راتكو ملاديتش
إلهام علييف
جواو جولارت
هيلين كلارك
داليا غريباوسكايتي
تشارلز هيرمت
فلاديمير فايس (لاعب كرة قدم مواليد 1989)
كريس سمولينغ
رومالو لوكاكو
يانوش أدير
ليلى كولينز
ماري كيفينييمي
إيلينا يانكوفيتش
لانس آرمسترونج
آندرز أنجستروم
بوريس يلتسن
أكيهيتو
غيرهارد شرودر
فيكتور بونتا
تشارلز كورن واليس
إغناطيوس دي لويولا
كين تومسن
نادر شاه
سنوري سترلسون
الغورو ناناك
جون بيرشنغ
غونتر غراس
جون باتيست لولي
ريتشارد ديدكايند
بيليساريوس
خوان بيرون
أوزيبيو
خالد بن الوليد
مارتن أونيل
أبو طالب بن عبد المطلب
إدوارد بينش
شيردان شاقيري
حسن البنا
الإمبراطور تايشو
اليسع
جستن بيبر
جورج ميلييس
غوستاف الثالث
يونس ياكوب بيرتسيليوس
خديجة بنت خويلد
ماركوس
ثيودوريك الأول
دانييل ألكسندروفيتش
ميخايل رومانوف
اينا
يورج هايدر
جيتوليو فارجاس
جون ليجويزامو
سيد قطب
ماكسميليان روبسبير
أومبيرتو الأول
الملكة إيزابيلا الأولى
نيرفا
سقراط (لاعب كرة قدم)
فيكتوركورتشنوي
سلمى لاغرلوف
كاستر سيمينيا
أندرو فونتاس
روبرت باتينسون
روه مو هيون
دافيد ألابا
جان جوريس
هنري الأول ملك فرنسا
أنطونيو لوبيز دي سانتا أنا
أرسين فينغر
فويتشيك شتشيسني
ريني كرهين
فابيو بوريني
لودفيك الثاني
آي يو
سيرجيو كاناليس مادرازو
فيل جونز
توماس ستايتز
جوناثان دوس سانتوس
الإمبراطور إيتوكو
أوليفييه جيرو
إستفان ساندورفي
هوراشيو نيلسون
جوردي ألبا
برتولت بريشت
خوسيه ريزال
إيان خاما
لاري سانجر
تيمورلنك
كشا
تيتو فيلانوفا
أوتو الأول
سقراط
يان مارتل
يوناس سولك
بيل كوليتز
جوزيف فورييه
توماس صامويل كون
هيبي كامارغو
كريستيان إريكسن
سلوبودان ميلوشيفيتش
إريك سعادة
يواخيم غاوك
جوليان أسانج
هنري الثاني ملك إنجلترا
مارك بارترا
إيفا ريفاس
غايسيريك
جيرمي أيرونز
يوهان كرويف
أنطونيو سالازار
بالداساري كاستيليوني
صفورا علیزاده
أليكس أوكسلاد-تشامبرلين
إدوارد خيل
لينا ماير-لاندروت
ميسى فرانكلين
جان نوفيل
لويس كارول
ناثاليا شبت
أكيرا سوزوكي
إلكاي غوندوغان
غوستاف السادس أدولف
أندريه فيلاس-بواس
ريك سانتورم
جيسي جيمس
شين داوسن
كولونيل ساندرز
أنتون لاماثاريس
برونو مارس
ليخ فاونسا
ألكسندر الأول
هيديكي توجو
غريسون تشانس
هنري السابع (إمبراطور روماني مقدس)
هنري السادس (إمبراطور روماني مقدس)
هنري الثالث (إمبراطور روماني مقدس)
هنري الثاني (إمبراطور روماني مقدس)
برادلي مانينغ
ماريو غوتزه
جوتو دي بوندوني
غابرييل غارثيا ماركيث
ماثيو ماكونهي
ماري شيلي
بيتر ييراتشيك
أندري شورله
ماكسيمينوس ثراكس
علي محمد رضا الشيرازي
حسين علي نوري
ليما غبوي
الكسندر دوفجنكو
خريستو ستويتشكوف
إيمانويلي جياكيريني
فاتشلاف بيلار
كونستانتين نوفوسيلوف
جيمس كليرك ماكسويل
إدريس
جيسي جي
عبد ربه منصور هادي
رافائيل فاران
فيديادر سوراجبراساد نيبول
ألكسندرا ستان
رودلف هس
جاليليو جاليلي
نيقولا الثاني
محمد البوعزيزي
فؤاد المبزع
المنصف المرزوقي
بوجار نيشاني
تيبوت كورتوا
توكل كرمان
ريو ميايتشي
لينا كاتينا
إيزابيل أفيس (1503-1539)
يوليا فولكوفا
ريتشارد تيلور
هيو دايفيد بولتيزر
ديدي
لويس براغان
خوان سيباستيان فيرون
فرح ديبا
أبو سفيان بن حرب
